part_query,color,x,y,z,rx,ry,rz
18860,red,-170,70,0,0,0,0
18860,white,-150,70,0,0,0,0
18860,red,-130,70,0,0,0,0
18860,white,-110,70,0,0,0,0
18860,red,-90,70,0,0,0,0
18860,white,-70,70,0,0,0,0
18860,red,-50,70,0,0,0,0
18860,white,-30,70,0,0,0,0
18860,red,-10,70,0,0,0,0
18860,white,10,70,0,0,0,0
18860,red,30,70,0,0,0,0
18860,white,50,70,0,0,0,0
18860,red,70,70,0,0,0,0
18860,white,90,70,0,0,0,0
18860,red,110,70,0,0,0,0
18860,white,130,70,0,0,0,0
18860,red,150,70,0,0,0,0
18860,white,170,70,0,0,0,0
18860,red,190,70,0,0,0,0
18860,white,210,70,0,0,0,0
18860,red,230,70,0,0,0,0
18860,white,250,70,0,0,0,0
18860,red,270,70,0,0,0,0
18860,white,290,70,0,0,0,0
18860,red,310,70,0,0,0,0
18860,red,-310,90,0,0,0,0
18860,white,-290,90,0,0,0,0
18860,red,-270,90,0,0,0,0
18860,white,-250,90,0,0,0,0
18860,red,-230,90,0,0,0,0
18860,white,-210,90,0,0,0,0
18860,red,-190,90,0,0,0,0
18860,white,-170,90,0,0,0,0
18860,red,-150,90,0,0,0,0
18860,white,-130,90,0,0,0,0
18860,red,-110,90,0,0,0,0
18860,white,-90,90,0,0,0,0
18860,red,-70,90,0,0,0,0
18860,white,-50,90,0,0,0,0
18860,red,-30,90,0,0,0,0
18860,white,-10,90,0,0,0,0
18860,red,10,90,0,0,0,0
18860,white,30,90,0,0,0,0
18860,red,50,90,0,0,0,0
18860,white,70,90,0,0,0,0
18860,red,90,90,0,0,0,0
18860,white,110,90,0,0,0,0
18860,red,130,90,0,0,0,0
18860,white,150,90,0,0,0,0
18860,red,170,90,0,0,0,0
18860,white,190,90,0,0,0,0
18860,red,210,90,0,0,0,0
18860,white,230,90,0,0,0,0
18860,red,250,90,0,0,0,0
18860,white,270,90,0,0,0,0
18860,red,290,90,0,0,0,0
18860,white,310,90,0,0,0,0
18860,white,-310,110,0,0,0,0
18860,red,-290,110,0,0,0,0
18860,white,-270,110,0,0,0,0
18860,red,-250,110,0,0,0,0
18860,white,-230,110,0,0,0,0
18860,red,-210,110,0,0,0,0
18860,white,-190,110,0,0,0,0
18860,red,-170,110,0,0,0,0
18860,white,-150,110,0,0,0,0
18860,red,-130,110,0,0,0,0
18860,white,-110,110,0,0,0,0
18860,red,-90,110,0,0,0,0
18860,white,-70,110,0,0,0,0
18860,red,-50,110,0,0,0,0
18860,white,-30,110,0,0,0,0
18860,red,-10,110,0,0,0,0
18860,white,10,110,0,0,0,0
18860,red,30,110,0,0,0,0
18860,white,50,110,0,0,0,0
18860,red,70,110,0,0,0,0
18860,white,90,110,0,0,0,0
18860,red,110,110,0,0,0,0
18860,white,130,110,0,0,0,0
18860,red,150,110,0,0,0,0
18860,white,170,110,0,0,0,0
18860,red,190,110,0,0,0,0
18860,white,210,110,0,0,0,0
18860,red,230,110,0,0,0,0
18860,white,250,110,0,0,0,0
18860,red,270,110,0,0,0,0
18860,white,290,110,0,0,0,0
18860,red,310,110,0,0,0,0
18860,red,-310,130,0,0,0,0
18860,white,-290,130,0,0,0,0
18860,red,-270,130,0,0,0,0
18860,white,-250,130,0,0,0,0
18860,red,-230,130,0,0,0,0
18860,white,-210,130,0,0,0,0
18860,red,-190,130,0,0,0,0
18860,white,-170,130,0,0,0,0
18860,red,-150,130,0,0,0,0
18860,white,-130,130,0,0,0,0
18860,red,-110,130,0,0,0,0
18860,white,-90,130,0,0,0,0
18860,red,-70,130,0,0,0,0
18860,white,-50,130,0,0,0,0
18860,red,-30,130,0,0,0,0
18860,white,-10,130,0,0,0,0
18860,red,10,130,0,0,0,0
18860,white,30,130,0,0,0,0
18860,red,50,130,0,0,0,0
18860,white,70,130,0,0,0,0
18860,red,90,130,0,0,0,0
18860,white,110,130,0,0,0,0
18860,red,130,130,0,0,0,0
18860,white,150,130,0,0,0,0
18860,red,170,130,0,0,0,0
18860,white,190,130,0,0,0,0
18860,red,210,130,0,0,0,0
18860,white,230,130,0,0,0,0
18860,red,250,130,0,0,0,0
18860,white,270,130,0,0,0,0
18860,red,290,130,0,0,0,0
18860,white,310,130,0,0,0,0
18860,white,-310,150,0,0,0,0
18860,red,-290,150,0,0,0,0
18860,white,-270,150,0,0,0,0
18860,red,-250,150,0,0,0,0
18860,white,-230,150,0,0,0,0
18860,red,-210,150,0,0,0,0
18860,white,-190,150,0,0,0,0
18860,red,-170,150,0,0,0,0
18860,white,-150,150,0,0,0,0
18860,red,-130,150,0,0,0,0
18860,white,-110,150,0,0,0,0
18860,red,-90,150,0,0,0,0
18860,white,-70,150,0,0,0,0
18860,red,-50,150,0,0,0,0
18860,white,-30,150,0,0,0,0
18860,red,-10,150,0,0,0,0
18860,white,10,150,0,0,0,0
18860,red,30,150,0,0,0,0
18860,white,50,150,0,0,0,0
18860,red,70,150,0,0,0,0
18860,white,90,150,0,0,0,0
18860,red,110,150,0,0,0,0
18860,white,130,150,0,0,0,0
18860,red,150,150,0,0,0,0
18860,white,170,150,0,0,0,0
18860,red,190,150,0,0,0,0
18860,white,210,150,0,0,0,0
